time,Kihihi,Kihihi-halfDeg,Kihihi-oneDeg,Walukuba,Walukuba-halfDeg,Walukuba-oneDeg,Nagongera,Nagongera-halfDeg,Nagongera-oneDeg
1981-02-18,10.954333305358887,12.782798767089844,13.843245506286621,17.903945922851562,16.333677291870117,20.11037826538086,17.72144317626953,23.843568801879883,21.60956573486328
1981-02-19,0.0,4.810371398925781,5.0004472732543945,6.873836517333984,7.680108547210693,5.776699066162109,0.0,0.5451809167861938,1.2572718858718872
1981-02-20,0.0,0.0,0.0,0.0,1.4221707582473755,1.109157919883728,0.0,0.0,0.0
1981-02-21,0.0,0.0,0.0,0.0,0.0,0.4040578007698059,0.0,0.0,0.006953096482902765
1981-02-22,0.0,0.0,0.0,0.0,0.0,0.04681771621108055,0.0,0.0,0.006953096482902765
1981-02-23,0.0,0.0,0.0,0.0,0.0,0.04681771621108055,0.0,0.0,0.006953096482902765
1981-02-24,0.0,0.0,0.0,3.666924238204956,2.4257993698120117,1.758683443069458,3.5570952892303467,3.6474597454071045,3.1066064834594727
1981-02-25,0.0,0.0,0.0,0.0,0.0,0.04681771621108055,0.0,0.0,0.006953096482902765
1981-02-26,0.0,0.06585973501205444,0.2114182710647583,0.0,0.018447929993271828,0.2399345338344574,0.8252505660057068,0.7242174744606018,0.5784012079238892
1981-02-27,0.0,0.06585973501205444,0.2114182710647583,0.0,0.018447929993271828,0.2399345338344574,0.8252505660057068,0.7242174744606018,0.5784012079238892
1981-02-28,0.0,0.06585973501205444,0.2114182710647583,0.0,0.018447929993271828,0.2399345338344574,0.8252505660057068,0.7242174744606018,0.5784012079238892
1981-03-01,0.0,0.0,0.0,0.0,0.07167998701334,0.14519064128398895,0.0,0.2273668646812439,0.2547808885574341
1981-03-02,0.0,0.0,0.0,0.0,0.07167998701334,0.14519064128398895,0.0,0.2273668646812439,0.2547808885574341
1981-03-03,3.0151302814483643,3.5627336502075195,3.6011345386505127,0.0,0.07167998701334,0.14519064128398895,0.0,0.2273668646812439,0.2547808885574341
1981-03-04,0.0,0.0,0.0,0.0,0.07167998701334,0.18444277346134186,3.80582857131958,2.3156604766845703,1.9354723691940308
1981-03-05,4.522695541381836,1.7639747858047485,2.3336222171783447,0.0,0.07167998701334,0.4035276174545288,0.0,0.839989185333252,1.5290249586105347
1981-03-06,0.0,0.0,0.0,0.0,0.0,0.09528221935033798,0.0,0.0,0.0
1981-03-07,0.0,0.0,0.0,0.0,0.0,0.09528221935033798,0.0,0.0,0.0
1981-03-08,0.0,0.6014975309371948,0.7899634838104248,0.0,0.0,0.1084228977560997,1.079085111618042,0.5281838774681091,0.2986885905265808
1981-03-09,0.0,9.070538520812988,11.111431121826172,0.0,0.8204470276832581,0.7754907011985779,0.0,0.0,0.1400536745786667
1981-03-10,14.630624771118164,4.498488903045654,3.9697906970977783,3.713632345199585,3.0277204513549805,2.994431495666504,2.6977121829986572,3.5889580249786377,4.036212921142578
1981-03-11,0.0,0.0,0.0,0.0,0.0,0.01300791185349226,0.0,0.8661672472953796,1.7920358180999756
1981-03-12,0.0,0.0,0.0,3.3870596885681152,2.683340549468994,3.90216064453125,11.049896240234375,9.669334411621094,10.105037689208984
1981-03-13,0.0,0.0,0.21710966527462006,11.302886962890625,11.396431922912598,12.399957656860352,7.127182960510254,8.371662139892578,8.377418518066406
1981-03-14,18.25891876220703,19.740962982177734,20.557992935180664,4.909334182739258,5.634213924407959,4.788886547088623,0.0,0.42149093747138977,0.6142278909683228
1981-03-15,0.0,0.0,0.0,0.0,1.0404841899871826,1.069994330406189,0.0,0.5090073943138123,0.9275733828544617
1981-03-16,0.0,0.12799197435379028,0.18647563457489014,0.7622589468955994,3.0094034671783447,3.312903642654419,0.0,0.27673885226249695,0.29871463775634766
1981-03-17,0.0,1.6548022031784058,1.6220251321792603,12.117288589477539,10.645567893981934,12.270092010498047,23.296630859375,26.97134780883789,27.29296875
1981-03-18,0.0,2.3549270629882812,2.2670300006866455,20.92269515991211,19.348447799682617,16.950502395629883,12.942573547363281,15.335880279541016,16.984411239624023
1981-03-19,0.0,0.5659686326980591,0.5783452987670898,9.094537734985352,9.789657592773438,10.710139274597168,12.89551067352295,13.872819900512695,14.854016304016113
1981-03-20,14.704442977905273,13.547253608703613,13.16283893585205,13.773229598999023,16.499256134033203,17.855392456054688,10.118739128112793,12.132628440856934,13.978964805603027
1981-03-21,0.0,0.34638339281082153,0.39640116691589355,8.055292129516602,9.554686546325684,10.832171440124512,9.268263816833496,9.49708366394043,10.441021919250488
1981-03-22,2.353464126586914,5.351502895355225,5.518216609954834,11.145686149597168,9.902271270751953,10.000606536865234,4.5747199058532715,7.504741191864014,8.704816818237305
1981-03-23,8.205321311950684,8.940268516540527,8.80778980255127,5.910592079162598,6.334161281585693,5.772423267364502,3.0003037452697754,6.470043182373047,7.519479751586914
1981-03-24,16.83469009399414,11.724527359008789,11.724491119384766,15.266213417053223,13.976400375366211,12.547101974487305,7.5601701736450195,11.478089332580566,12.961238861083984
1981-03-25,5.830654144287109,10.095510482788086,10.066282272338867,2.6682097911834717,4.715249538421631,4.224312782287598,15.595635414123535,14.202239990234375,14.873587608337402
1981-03-26,1.926185131072998,10.172924995422363,10.837250709533691,11.128301620483398,10.707226753234863,15.283055305480957,18.454980850219727,26.591041564941406,30.445287704467773
1981-03-27,12.976404190063477,15.676867485046387,16.41499900817871,1.5690667629241943,1.8905888795852661,5.765476226806641,5.705052375793457,7.568141460418701,8.042267799377441
1981-03-28,7.907495975494385,4.159875869750977,4.425726413726807,2.824320077896118,5.279806613922119,5.738420009613037,9.789351463317871,11.194976806640625,13.555713653564453
1981-03-29,5.37304162979126,11.705670356750488,11.99847412109375,3.331249237060547,3.6993026733398438,4.810163974761963,27.142221450805664,21.033679962158203,17.988637924194336
1981-03-30,4.257882595062256,3.9505832195281982,4.162083148956299,28.146642684936523,26.483783721923828,20.357091903686523,10.372823715209961,12.076667785644531,13.493505477905273
1981-03-31,22.810083389282227,15.624539375305176,15.939517974853516,4.803758144378662,7.713741302490234,9.037642478942871,5.01353120803833,6.226233959197998,6.528122425079346
1981-04-01,0.0,1.7957531213760376,2.201629638671875,11.474002838134766,11.551656723022461,11.67047119140625,10.562434196472168,12.10807991027832,12.445030212402344
1981-04-02,10.933733940124512,7.569818496704102,8.7253999710083,2.717526912689209,3.9262709617614746,4.974756240844727,11.217249870300293,11.458961486816406,10.727668762207031
1981-04-03,10.748416900634766,11.886334419250488,13.484210968017578,0.0,0.0,1.7368173599243164,8.170941352844238,6.540417671203613,5.49563455581665
1981-04-04,6.59730339050293,6.912227630615234,7.826074123382568,11.732813835144043,11.820107460021973,8.195874214172363,7.316835403442383,8.453878402709961,8.024881362915039
1981-04-05,3.9657950401306152,4.933559417724609,5.5730366706848145,7.2898736000061035,7.757482528686523,8.765031814575195,3.9573545455932617,5.975793838500977,6.136098861694336
1981-04-06,2.218261241912842,1.7785931825637817,1.9121795892715454,1.419019341468811,2.478062391281128,3.7102713584899902,1.4716607332229614,1.7312620878219604,1.839555025100708
1981-04-07,3.327392101287842,1.9143718481063843,2.150294303894043,2.0534045696258545,2.693516731262207,3.9715774059295654,3.2885258197784424,3.446378231048584,2.9508752822875977
1981-04-08,0.0,1.0269383192062378,1.1244415044784546,0.0,0.0,0.13181859254837036,1.0719504356384277,1.6299350261688232,1.6828073263168335
1981-04-09,2.6619131565093994,3.421173095703125,3.7712011337280273,9.465693473815918,8.317705154418945,8.363517761230469,6.667895793914795,7.33547830581665,7.616877555847168
1981-04-10,1.9409786462783813,2.7373268604278564,3.0160770416259766,15.609211921691895,15.399402618408203,13.2092924118042,6.431702136993408,7.69417667388916,8.130509376525879
1981-04-11,0.0,3.418736457824707,3.682814836502075,3.114307165145874,4.128488063812256,3.6713743209838867,5.893059253692627,4.8829731941223145,4.859394073486328
1981-04-12,14.215778350830078,10.317060470581055,10.78332233428955,7.190757751464844,6.909710884094238,7.574140548706055,14.856898307800293,15.415711402893066,14.520612716674805
1981-04-13,18.10641098022461,13.020821571350098,13.731431007385254,14.457473754882812,12.526871681213379,14.693568229675293,16.8626708984375,19.607769012451172,20.789100646972656
1981-04-14,0.0,1.5644537210464478,1.7889858484268188,5.722221851348877,5.29592227935791,4.317616939544678,3.0175304412841797,5.639549732208252,6.2794270515441895
1981-04-15,0.0,3.5666778087615967,3.5364978313446045,1.797689437866211,4.125452995300293,5.008222579956055,9.425344467163086,7.686492443084717,8.361202239990234
1981-04-16,14.365564346313477,15.156988143920898,14.8883695602417,0.0,0.6551541090011597,2.7256014347076416,10.837395668029785,9.48316764831543,9.380457878112793
1981-04-17,2.139552116394043,5.32404899597168,5.006275177001953,0.0,0.0,2.0697250366210938,8.56592082977295,7.204445838928223,6.6515583992004395
1981-04-18,0.0,0.031341005116701126,0.031418755650520325,3.085601568222046,1.7831517457962036,1.8595787286758423,6.157610893249512,7.007705211639404,6.002263069152832
1981-04-19,0.0,0.0,0.0,4.052730083465576,2.546982526779175,4.0749192237854,11.412105560302734,10.349061012268066,10.034664154052734
1981-04-20,4.5083417892456055,3.285146474838257,3.447070360183716,23.39530372619629,25.798965454101562,21.95514488220215,14.176188468933105,15.980040550231934,16.169431686401367
1981-04-21,1.705593466758728,1.289588451385498,1.1420097351074219,1.8222869634628296,3.5481045246124268,4.812943935394287,9.037689208984375,6.282512187957764,5.601560115814209
1981-04-22,0.0,0.9818099141120911,0.9913637042045593,0.0,0.22144924104213715,2.8611319065093994,28.134815216064453,19.85832405090332,18.488079071044922
1981-04-23,0.0,0.01907454803586006,0.017954189330339432,1.506022334098816,1.224908471107483,2.0196785926818848,10.55450439453125,12.053139686584473,11.69456672668457
1981-04-24,2.463634967803955,2.29185152053833,2.2972490787506104,8.870471000671387,8.400729179382324,6.485661506652832,8.911288261413574,16.223440170288086,15.466153144836426
1981-04-25,16.108383178710938,12.856232643127441,13.719417572021484,2.7409605979919434,4.6396260261535645,5.298028469085693,5.098184108734131,4.431982040405273,5.169518947601318
1981-04-26,8.414114952087402,8.595976829528809,9.27224349975586,3.154629945755005,3.112757921218872,4.4430975914001465,6.811482906341553,6.132205963134766,6.310427665710449
1981-04-27,0.0,0.0,0.03428265452384949,6.707417011260986,5.745891571044922,5.740321159362793,3.420358180999756,5.851300239562988,5.745058059692383
1981-04-28,1.5298391580581665,0.5717848539352417,0.6201803088188171,3.0168063640594482,3.7167913913726807,4.50267219543457,2.1121442317962646,2.2310237884521484,2.2483272552490234
1981-04-29,0.0,0.0,0.0,6.584907054901123,6.099467754364014,4.899660587310791,2.579885482788086,3.044729232788086,3.524672746658325
1981-04-30,2.4859888553619385,3.067420721054077,3.238924264907837,2.404256582260132,2.8932371139526367,3.032907724380493,2.587193727493286,2.825044631958008,2.630082607269287
1981-05-01,0.0,0.9337156414985657,0.9075369834899902,6.060305118560791,5.569808483123779,3.6987104415893555,0.0,1.220342755317688,1.4824554920196533
1981-05-02,0.0,0.0,0.0371086560189724,0.0,0.0,0.008302263915538788,0.0,0.0,0.0
1981-05-03,2.685246706008911,1.4986616373062134,1.9253039360046387,12.977625846862793,12.631677627563477,12.381604194641113,4.702512741088867,6.268857002258301,6.289363384246826
1981-05-04,2.4354562759399414,3.0648305416107178,3.0444695949554443,12.48790168762207,10.856151580810547,8.980424880981445,2.726667642593384,2.8746941089630127,3.685192346572876
1981-05-05,0.0,0.5804380178451538,0.7460722327232361,0.0,0.0,4.928274154663086,2.8583900928497314,1.6002185344696045,1.970110297203064
1981-05-06,9.944589614868164,5.162924766540527,5.4361796379089355,0.0,4.0392842292785645,7.223792552947998,6.631021976470947,6.675930023193359,7.591386795043945
1981-05-07,5.40985631942749,6.867326736450195,7.483813285827637,9.062240600585938,9.766033172607422,11.888158798217773,16.800878524780273,19.887094497680664,20.308704376220703
1981-05-08,4.455175876617432,1.9858416318893433,2.0727803707122803,37.50065231323242,29.813093185424805,25.819551467895508,11.990809440612793,18.66425323486328,20.184791564941406
1981-05-09,6.682764053344727,10.552947044372559,11.615657806396484,0.0,0.0,1.6522011756896973,9.448346138000488,9.059886932373047,9.192281723022461
1981-05-10,0.0,2.680685520172119,3.079690456390381,8.68673324584961,11.077103614807129,9.411062240600586,5.39414644241333,7.229180812835693,8.372156143188477
1981-05-11,5.292187690734863,9.876696586608887,10.733742713928223,18.62588119506836,9.49074649810791,12.243918418884277,4.815062522888184,5.9691481590271,5.961488246917725
1981-05-12,0.0,3.0372447967529297,3.0805535316467285,9.019618034362793,11.166409492492676,8.966078758239746,2.334890127182007,3.017629384994507,2.896050214767456
1981-05-13,8.890874862670898,7.610708713531494,8.163826942443848,0.0,2.7166919708251953,3.3581345081329346,3.528278350830078,3.6717822551727295,4.038300037384033
1981-05-14,13.971375465393066,6.4445929527282715,6.550012111663818,8.726299285888672,5.938906192779541,4.762411117553711,4.026388645172119,4.104181289672852,4.472930908203125
1981-05-15,5.080499649047852,6.1448893547058105,6.5629191398620605,0.0,5.227931022644043,7.019413471221924,4.337707042694092,4.273550510406494,5.052534580230713
1981-05-16,9.18094253540039,11.324458122253418,10.963979721069336,29.063947677612305,16.929000854492188,17.537935256958008,6.1030097007751465,14.710186958312988,17.02715301513672
1981-05-17,5.712586402893066,7.024536609649658,6.454367637634277,0.0,7.654955863952637,8.396584510803223,7.2384538650512695,4.619081497192383,4.4965925216674805
1981-05-18,4.080418586730957,2.772125482559204,2.62992000579834,0.0,2.9866244792938232,1.070157766342163,0.0,0.0,0.0
1981-05-19,5.916606903076172,2.441814661026001,2.556344509124756,0.0,0.0,0.0,0.0,0.0,0.0
1981-05-20,0.0,0.0,0.0,0.0,0.0,1.201543927192688,4.740477561950684,3.2449851036071777,3.380967617034912
1981-05-21,2.0787110328674316,1.040603756904602,1.1144740581512451,0.0,0.0,0.7976117134094238,6.14266300201416,6.475656032562256,4.377445697784424
1981-05-22,0.0,0.0,0.0,0.0,0.8991197943687439,0.7205229997634888,0.0,1.9828709363937378,1.518513798713684
1981-05-23,0.0,0.0,0.0,0.0,4.001101970672607,3.6765613555908203,0.0,0.0,1.1841591596603394
1981-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731904983520508
1981-05-25,0.0,0.0,0.0,0.0,0.0,0.05768798664212227,5.029429912567139,3.8021819591522217,4.999738693237305
1981-05-26,0.0,0.0,0.0,0.0,1.998853325843811,1.3328964710235596,4.438905715942383,5.001143932342529,4.400142192840576
1981-05-27,0.0,1.7451989650726318,1.532132625579834,10.905473709106445,9.411506652832031,6.126179218292236,0.0,0.516236424446106,0.7798432111740112
1981-05-28,0.0,5.638918399810791,4.761783599853516,0.0,0.0,0.0,0.0,0.0,0.0
1981-05-29,3.446194887161255,3.282397747039795,3.117182970046997,0.0,0.0,0.0,0.0,0.0,0.0
1981-05-30,3.446194887161255,6.464841842651367,5.340143203735352,0.0,0.0,1.360723853111267,0.0,0.571540355682373,1.7580337524414062
1981-05-31,17.920211791992188,9.707098007202148,9.122838020324707,0.0,0.0,1.5150146484375,5.702414512634277,5.044410228729248,4.931108474731445
1981-06-01,4.660755634307861,6.248987197875977,6.375131607055664,0.0,0.06338030844926834,1.4472869634628296,10.633705139160156,5.568724155426025,4.232641696929932
1981-06-02,3.6054904460906982,0.9683231115341187,1.059005856513977,0.0,0.0,0.0,0.0,0.0,0.017625980079174042
1981-06-03,8.09036922454834,6.344786167144775,6.5104570388793945,0.0,0.0,0.5826162099838257,0.0,1.6523555517196655,0.915144145488739
1981-06-04,6.331593036651611,6.191749095916748,6.323440074920654,17.404743194580078,17.3078556060791,11.175773620605469,0.0,3.135117292404175,4.551042556762695
1981-06-05,0.0,3.673892021179199,3.5596227645874023,0.0,0.0,1.9035700559616089,0.0,0.418111652135849,0.8226170539855957
1981-06-06,2.7318527698516846,3.640125036239624,3.229949712753296,0.0,0.0,3.284148931503296,0.0,5.050474643707275,4.363976955413818
1981-06-07,2.7318527698516846,0.6362520456314087,0.5201658010482788,9.783706665039062,13.325915336608887,10.505223274230957,8.222368240356445,9.34685230255127,9.697545051574707
1981-06-08,3.1221179962158203,3.5953967571258545,3.7752938270568848,10.965630531311035,7.501362323760986,6.307514190673828,10.386148452758789,9.99022102355957,9.05163860321045
1981-06-09,0.0,0.0,0.0,8.667445182800293,9.587065696716309,7.485528945922852,8.419075965881348,4.217992782592773,4.048940658569336
1981-06-10,0.0,0.0,0.0,0.0,0.0,0.5459224581718445,0.0,0.0,0.0
1981-06-11,0.0,0.0,0.0,0.0,0.2155645340681076,3.0488486289978027,0.0,0.0,0.0
1981-06-12,0.0,0.0,0.0,0.0,0.0,0.17940595746040344,0.0,0.6080650687217712,0.5411295294761658
1981-06-13,9.073555946350098,2.4898600578308105,2.297973871231079,0.0,0.0,2.3926403522491455,0.0,0.0,0.7703367471694946
1981-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-16,0.0,0.7110320925712585,0.43507063388824463,0.0,0.0,0.0,0.0,0.0,0.005605356302112341
1981-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057510294020175934,0.4174668788909912
1981-06-18,0.0,0.0,0.0,0.0,0.0,0.48992428183555603,0.0,1.8452792167663574,2.4469192028045654
1981-06-19,0.0,0.0,0.0,0.0,0.5955215692520142,1.0190668106079102,6.576519966125488,3.597519636154175,2.2202036380767822
1981-06-20,0.0,0.0,0.0,0.0,0.0,0.010238032788038254,0.0,0.0,0.0
1981-06-21,0.0,0.0,0.0,4.344559669494629,1.3638426065444946,3.1020500659942627,16.852088928222656,10.861655235290527,8.111438751220703
1981-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0370848178863525,3.92008638381958
1981-06-25,0.0,0.858782947063446,0.7086581587791443,0.0,0.0,0.0,0.0,1.9062446355819702,3.553941249847412
1981-06-26,0.0,3.944777727127075,2.603961229324341,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-27,0.0,2.209855794906616,2.3899757862091064,0.0,0.0,0.7019157409667969,0.0,0.0,0.03601594269275665
1981-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-06-29,0.0,0.0,0.0,0.0,0.0,0.48929327726364136,6.468760967254639,7.830843448638916,7.483736038208008
1981-06-30,0.0,0.0,0.0,0.0,0.0,0.009550845250487328,4.466525077819824,1.9569981098175049,1.9806251525878906
1981-07-01,0.0,0.0,0.0,0.0,0.0,2.0740408897399902,7.957928657531738,7.1563029289245605,7.0056281089782715
1981-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17504392564296722,0.585709810256958
1981-07-03,0.0,0.0,0.0,10.697334289550781,9.342597961425781,7.144625663757324,3.296856164932251,4.453502655029297,5.283229351043701
1981-07-04,0.0,0.23340491950511932,0.12879438698291779,0.0,1.385693073272705,1.5637588500976562,6.726344585418701,6.451337814331055,6.3734259605407715
1981-07-05,0.0,0.0,0.0,0.0,0.4934176504611969,0.6993653178215027,0.0,2.659698486328125,2.806260347366333
1981-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2993879318237305,1.7373480796813965
1981-07-07,0.0,0.0,0.0,7.793555736541748,4.238154888153076,3.842305898666382,7.959732532501221,7.301639556884766,6.993494987487793
1981-07-08,0.0,1.2810838222503662,1.136745572090149,0.0,2.7959706783294678,2.6765124797821045,0.0,0.19093717634677887,1.0645583868026733
1981-07-09,0.0,0.0,0.0,0.0,1.129988670349121,1.7946325540542603,0.0,2.459359645843506,3.417527198791504
1981-07-10,0.0,0.0,0.0,0.0,0.0,0.013234954327344894,2.6157424449920654,2.24343204498291,1.8896816968917847
1981-07-11,0.0,1.092444658279419,1.0543714761734009,0.0,0.0,0.02307160198688507,0.0,1.6444640159606934,2.7348852157592773
1981-07-12,5.7293877601623535,4.934413909912109,5.225094795227051,11.593856811523438,9.171160697937012,7.547997951507568,4.023955345153809,5.070050239562988,5.677793025970459
1981-07-13,0.0,0.0,0.010627100244164467,0.0,0.0,0.04456503689289093,3.3394687175750732,2.615623712539673,2.8731322288513184
1981-07-14,0.0,0.0,0.010627100244164467,5.203096389770508,6.144196033477783,7.596911430358887,7.612329006195068,7.3287034034729,8.2042236328125
1981-07-15,0.0,0.0,0.010627100244164467,0.0,1.3163508176803589,3.2375543117523193,6.4715166091918945,6.989698886871338,6.999089241027832
1981-07-16,0.0,0.0,0.2852623462677002,6.552265644073486,9.819361686706543,9.577059745788574,7.441394329071045,9.460517883300781,9.876014709472656
1981-07-17,0.0,0.0,0.2852623462677002,0.0,0.0,0.0,0.0,0.21520410478115082,0.7358587384223938
1981-07-18,0.0,0.0,0.2852623462677002,0.0,0.0,0.4378224313259125,8.439630508422852,9.179494857788086,8.132638931274414
1981-07-19,0.0,0.0,0.2852623462677002,10.670831680297852,7.986940860748291,8.99771499633789,8.86312484741211,6.879946708679199,8.026721000671387
1981-07-20,0.0,0.0,0.2852623462677002,0.0,0.0,0.0,0.0,0.613379180431366,1.197767734527588
1981-07-21,0.0,0.0,0.0,10.572863578796387,8.01782512664795,6.351754665374756,0.0,4.133859157562256,5.422550201416016
1981-07-22,0.0,0.0,0.0,0.0,2.0542104244232178,4.6583571434021,0.0,1.2067956924438477,2.1762869358062744
1981-07-23,0.0,0.0,0.0,0.0,0.0,0.041351690888404846,0.0,2.678069829940796,2.969381809234619
1981-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920784831047058,1.8927960395812988
1981-07-25,0.0,0.0,0.0,0.0,0.0,0.1529082953929901,16.638782501220703,8.423916816711426,6.788290023803711
1981-07-26,4.771602153778076,7.4182209968566895,7.336824893951416,0.0,0.0,2.837406873703003,14.360346794128418,13.024144172668457,13.197464942932129
1981-07-27,4.771602153778076,1.2674148082733154,1.6291253566741943,0.0,2.713057279586792,4.991455554962158,4.560379981994629,4.5129780769348145,5.844952583312988
1981-07-28,4.771602153778076,0.9842305779457092,0.9859765768051147,0.0,0.0,0.4032476842403412,0.0,0.7591661810874939,1.563413143157959
